serial_no,frame_no,timestamp,object_class,class_id,track_id,confidence,x1,y1,x2,y2
1097,671,22.367,bottle,39,204,0.4972,662.49,188.78,731.82,305.01
1098,672,22.4,refrigerator,72,165,0.6545,72.97,0.0,1408.0,1391.07
1099,672,22.4,bottle,39,176,0.7378,1004.61,618.09,1187.45,943.61
1100,672,22.4,bottle,39,193,0.4284,787.14,136.62,902.65,363.89
1101,672,22.4,bottle,39,204,0.5354,674.45,189.66,741.54,303.6
1102,672,22.4,bottle,39,174,0.4199,960.85,1017.41,1054.44,1243.39
1103,673,22.433,refrigerator,72,165,0.668,34.72,0.0,1399.71,1371.95
1104,673,22.433,bottle,39,176,0.7622,995.87,620.72,1176.38,944.5
1105,673,22.433,bottle,39,193,0.6578,793.25,126.1,914.67,365.69
1106,673,22.433,bottle,39,204,0.5431,687.67,189.99,753.45,303.67
1107,673,22.433,bottle,39,174,0.4484,961.07,1014.54,1054.88,1242.34
1108,674,22.467,refrigerator,72,165,0.699,93.74,63.57,1407.59,1385.91
1109,674,22.467,bottle,39,176,0.6089,986.6,622.68,1162.95,940.7
1110,674,22.467,bottle,39,193,0.356,803.34,125.4,924.87,365.99
1111,674,22.467,bottle,39,204,0.4654,699.12,189.75,764.02,303.95
1112,674,22.467,bottle,39,174,0.491,959.77,1010.82,1053.84,1240.83
1113,675,22.5,refrigerator,72,165,0.7526,125.9,110.68,1407.73,1400.57
1114,675,22.5,bottle,39,176,0.5097,971.25,624.42,1142.79,938.24
1115,675,22.5,bottle,39,193,0.3952,817.29,144.53,929.33,365.59
1116,675,22.5,bottle,39,204,0.5243,709.58,189.36,772.66,302.0
1117,676,22.533,refrigerator,72,165,0.7382,113.11,120.37,1393.97,1405.96
1118,676,22.533,bottle,39,176,0.6022,959.5,622.36,1119.66,917.0
1119,676,22.533,bottle,39,193,0.4473,813.66,122.91,934.84,363.59
1120,676,22.533,bottle,39,204,0.5233,715.96,183.35,778.29,296.85
1121,676,22.533,bottle,39,174,0.6207,942.35,966.47,1054.05,1248.03
1122,677,22.567,refrigerator,72,165,0.7587,146.85,43.35,1408.0,1407.89
1123,677,22.567,bottle,39,193,0.4384,817.11,113.19,938.71,355.99
1124,677,22.567,bottle,39,204,0.4927,721.75,176.71,782.34,289.23
1125,678,22.6,refrigerator,72,165,0.7024,146.97,15.47,1408.0,1408.0
1126,678,22.6,bottle,39,193,0.3857,815.75,100.33,936.09,342.49
1127,678,22.6,bottle,39,204,0.4205,723.35,166.74,783.9,281.88
1128,678,22.6,bottle,39,220,0.4665,769.75,168.85,839.24,301.36
1129,679,22.633,refrigerator,72,165,0.7599,159.48,4.2,1408.0,1408.0
1130,679,22.633,bottle,39,221,0.5629,914.6,1162.45,1083.43,1377.69
1131,680,22.667,refrigerator,72,165,0.6286,146.18,1.99,1408.0,1408.0
1132,681,22.7,refrigerator,72,165,0.7948,118.91,0.0,1408.0,1406.21
1133,682,22.733,refrigerator,72,165,0.7485,161.02,0.29,1408.0,1407.7
1134,683,22.767,refrigerator,72,165,0.4272,122.66,1.77,1408.0,1397.77
1135,684,22.8,refrigerator,72,165,0.4333,96.36,3.33,1372.88,1390.37
1136,685,22.833,refrigerator,72,165,0.5371,66.93,3.98,1316.02,1395.8
1137,686,22.867,refrigerator,72,165,0.5048,32.43,3.75,1242.78,1395.5
1138,688,22.933,refrigerator,72,165,0.4532,0.0,4.77,1118.06,1404.95
1139,689,22.967,refrigerator,72,165,0.8348,0.0,1.35,1081.96,1397.71
1140,690,23.0,refrigerator,72,165,0.7617,0.0,2.96,1037.92,1397.92
1141,691,23.033,refrigerator,72,165,0.8356,0.0,2.98,984.8,1394.24
1142,692,23.067,refrigerator,72,165,0.8404,0.0,8.15,961.74,1400.05
1143,693,23.1,refrigerator,72,165,0.8451,0.0,2.97,931.54,1405.24
1144,694,23.133,refrigerator,72,165,0.9025,0.0,3.17,907.72,1407.19
1145,695,23.167,refrigerator,72,165,0.8868,0.0,6.67,892.26,1407.92
1146,696,23.2,refrigerator,72,165,0.9222,0.0,31.81,872.55,1408.0
1147,697,23.233,refrigerator,72,165,0.9211,0.0,56.02,846.18,1408.0
1148,698,23.267,refrigerator,72,165,0.9206,0.0,59.41,832.03,1408.0
1149,698,23.267,laptop,63,228,0.4758,1068.87,687.29,1243.75,791.97
1150,699,23.3,refrigerator,72,165,0.9146,0.0,63.08,812.13,1408.0
1151,699,23.3,laptop,63,228,0.3548,1067.09,689.58,1243.79,795.4
1152,700,23.333,refrigerator,72,165,0.9365,0.0,59.55,798.81,1408.0
1153,701,23.367,refrigerator,72,165,0.939,0.0,63.53,777.88,1403.7
1154,702,23.4,refrigerator,72,165,0.9294,0.0,63.19,754.3,1396.44
1155,702,23.4,cup,41,230,0.4203,642.64,914.25,728.52,1004.77
1156,703,23.433,refrigerator,72,165,0.9367,0.0,58.36,732.57,1394.35
1157,703,23.433,cup,41,230,0.5528,634.01,911.82,721.8,1004.42
1158,704,23.467,refrigerator,72,165,0.925,0.0,43.57,723.54,1391.4
1159,704,23.467,cup,41,230,0.5485,623.22,908.83,713.49,1004.15
1160,705,23.5,refrigerator,72,165,0.9287,0.0,40.38,704.41,1395.92
1161,705,23.5,cup,41,230,0.5227,615.6,908.28,706.29,1004.12
1162,706,23.533,refrigerator,72,165,0.6788,0.0,34.86,689.72,1403.66
1163,706,23.533,cup,41,230,0.448,609.66,907.07,700.67,1003.3
1164,707,23.567,refrigerator,72,165,0.863,0.0,27.73,677.23,1400.55
1165,707,23.567,cup,41,230,0.3915,596.63,903.52,689.67,1003.38
1166,708,23.6,refrigerator,72,165,0.5687,0.0,49.18,662.71,1401.54
1167,708,23.6,cup,41,230,0.6248,598.47,902.78,690.73,1001.64
1168,708,23.6,oven,69,231,0.4517,648.94,712.03,999.84,929.29
1169,709,23.633,refrigerator,72,165,0.5363,0.0,33.2,647.19,1405.83
1170,709,23.633,cup,41,230,0.6711,597.43,902.23,690.04,1001.41
1171,709,23.633,oven,69,231,0.4387,656.44,713.86,1007.46,931.28
1172,710,23.667,cup,41,230,0.5564,593.71,903.21,687.49,1003.38
1173,710,23.667,oven,69,231,0.4516,655.65,712.37,1016.16,935.91
1174,711,23.7,cup,41,230,0.7218,588.55,904.82,683.38,1005.93
1175,711,23.7,oven,69,231,0.427,659.78,713.61,1025.87,940.86
1176,712,23.733,cup,41,230,0.4747,582.23,905.34,679.84,1009.47
1177,712,23.733,oven,69,231,0.4504,656.25,709.76,1034.26,944.91
1178,713,23.767,cup,41,230,0.4814,569.33,907.36,667.23,1013.86
1179,713,23.767,oven,69,231,0.3597,658.84,709.84,1043.91,950.04
1180,714,23.8,cup,41,230,0.6217,569.58,909.87,671.92,1021.13
1181,714,23.8,oven,69,231,0.5537,657.46,713.11,1049.29,958.05
1182,715,23.833,cup,41,230,0.6888,568.28,914.01,672.82,1027.35
1183,715,23.833,oven,69,231,0.5648,659.93,708.21,1069.7,965.87
1184,716,23.867,cup,41,230,0.67,566.78,918.71,673.06,1033.67
1185,716,23.867,oven,69,231,0.591,662.26,708.78,1083.06,975.17
1186,717,23.9,cup,41,230,0.7285,563.41,925.01,671.82,1042.0
1187,717,23.9,oven,69,231,0.5531,665.18,710.52,1094.67,984.33
1188,718,23.933,cup,41,230,0.3704,556.86,933.9,670.5,1056.64
1189,718,23.933,oven,69,231,0.6362,670.92,719.17,1099.96,994.19
1190,719,23.967,cup,41,230,0.7452,549.37,946.38,667.87,1074.45
1191,719,23.967,oven,69,231,0.444,673.36,728.06,1112.51,1011.54
1192,720,24.0,oven,69,231,0.5387,666.75,730.42,1127.7,1031.01
1193,721,24.033,oven,69,231,0.4489,663.52,735.32,1147.1,1054.23
1194,722,24.067,dining table,60,235,0.411,285.59,759.47,1106.59,1406.02
1195,722,24.067,cup,41,230,0.6452,526.56,1001.63,658.83,1144.88
1196,723,24.1,cup,41,230,0.5724,510.01,1021.71,640.42,1167.01
1197,723,24.1,oven,69,231,0.3839,663.74,751.65,1177.24,1095.03
1198,724,24.133,cup,41,230,0.5389,498.11,1037.9,628.37,1186.38
1199,724,24.133,oven,69,231,0.3769,655.74,749.38,1197.17,1118.21
1200,725,24.167,cup,41,230,0.769,499.17,1052.38,632.54,1202.56
1201,725,24.167,oven,69,231,0.401,651.62,749.03,1212.51,1138.61
1202,726,24.2,cup,41,230,0.7308,492.85,1065.7,629.57,1217.73
1203,726,24.2,oven,69,231,0.4155,652.22,750.6,1226.79,1157.09
1204,727,24.233,cup,41,230,0.6326,485.94,1077.29,625.34,1231.04
1205,727,24.233,oven,69,231,0.3952,659.04,754.52,1236.71,1169.38
1206,728,24.267,cup,41,230,0.5616,475.53,1088.58,618.22,1245.51
1207,729,24.3,cup,41,230,0.5942,457.42,1101.61,600.68,1262.1
1208,730,24.333,cup,41,230,0.5587,445.83,1115.47,583.41,1271.91
1209,730,24.333,oven,69,231,0.3723,658.54,755.99,1284.54,1214.57
1210,731,24.367,cup,41,230,0.5224,435.86,1126.78,569.42,1280.19
1211,732,24.4,oven,69,231,0.3893,591.53,719.43,1408.0,1365.24
1212,733,24.433,oven,69,231,0.6007,582.46,690.27,1408.0,1396.62
1213,733,24.433,cup,41,230,0.4033,419.32,1145.76,538.53,1282.42
1214,735,24.5,oven,69,231,0.365,563.63,619.89,1408.0,1390.67
1215,736,24.533,cup,41,230,0.4828,386.01,1146.45,499.01,1274.86
1216,737,24.567,cup,41,230,0.4246,373.19,1139.79,488.55,1270.41
1217,737,24.567,oven,69,231,0.3635,566.57,587.43,1408.0,1391.62
1218,739,24.633,oven,69,231,0.3846,598.78,596.52,1408.0,1389.62
1219,741,24.7,cup,41,230,0.44,339.13,1121.52,477.84,1278.3
1220,742,24.733,cup,41,242,0.4424,618.12,873.66,727.54,1004.02
1221,742,24.733,cup,41,230,0.4105,334.51,1112.77,476.77,1273.17
1222,742,24.733,oven,69,231,0.47,619.64,580.55,1408.0,1397.48
1223,743,24.767,cup,41,242,0.5015,619.58,875.32,727.5,1003.78
1224,743,24.767,cup,41,230,0.4083,332.12,1102.58,477.45,1265.72
1225,744,24.8,cup,41,242,0.5144,619.06,877.08,729.73,1008.75
1226,744,24.8,cup,41,230,0.5519,331.46,1093.85,476.99,1256.47
1227,744,24.8,oven,69,231,0.3625,635.72,568.52,1408.0,1401.87
1228,745,24.833,cup,41,242,0.4991,620.71,881.77,732.6,1014.78
1229,746,24.867,cup,41,242,0.4122,621.97,887.11,736.33,1023.0
1230,746,24.867,cup,41,230,0.3541,335.9,1080.7,479.79,1240.85
1231,747,24.9,cup,41,242,0.3678,623.12,891.78,741.48,1032.59
1232,752,25.067,cup,41,242,0.3599,619.54,935.69,748.84,1089.73
1233,769,25.633,person,0,250,0.395,371.8,1090.72,1070.46,1407.98
1234,770,25.667,cup,41,252,0.355,435.08,1039.19,586.78,1201.2
1235,770,25.667,tv,62,253,0.3749,32.25,2.5,1039.44,670.67
1236,771,25.7,cup,41,252,0.4363,438.57,1037.71,591.05,1200.54
1237,771,25.7,tv,62,253,0.5354,38.93,0.76,1049.23,670.65
1238,771,25.7,person,0,250,0.3975,454.98,1128.52,1072.59,1408.0
1239,772,25.733,cup,41,252,0.3553,443.79,1039.08,595.53,1201.12
1240,772,25.733,tv,62,253,0.4773,48.65,0.1,1059.17,669.29
1241,773,25.767,cup,41,252,0.3649,450.16,1041.05,600.95,1201.87
1242,773,25.767,tv,62,253,0.5296,55.82,0.0,1069.26,669.79
1243,774,25.8,tv,62,253,0.3525,66.47,0.04,1079.37,668.0
1244,775,25.833,tv,62,253,0.3819,77.4,0.0,1094.48,668.97
1245,776,25.867,tv,62,253,0.3837,78.95,0.49,1098.21,668.06
1246,777,25.9,tv,62,253,0.3927,83.91,1.74,1102.73,665.21
1247,779,25.967,person,0,250,0.5848,361.71,1146.45,971.23,1408.0
1248,779,25.967,tv,62,253,0.4197,91.98,1.92,1121.56,667.68
1249,780,26.0,tv,62,253,0.3854,85.05,2.07,1133.06,675.06
1250,781,26.033,cup,41,252,0.4791,499.89,1046.26,646.3,1200.96
1251,781,26.033,person,0,250,0.5686,351.36,1134.87,1013.91,1408.0
1252,782,26.067,cup,41,257,0.4471,746.99,958.88,924.66,1176.51
1253,782,26.067,cup,41,252,0.3665,501.81,1044.19,649.96,1199.66
1254,782,26.067,person,0,250,0.4023,330.12,1132.18,1024.7,1408.0
1255,782,26.067,tv,62,253,0.4347,84.25,2.77,1147.65,681.58
1256,783,26.1,cup,41,257,0.4741,743.68,957.04,928.08,1183.12
1257,783,26.1,cup,41,252,0.3587,502.55,1044.26,651.4,1199.23
1258,783,26.1,person,0,250,0.4099,245.09,1129.44,993.15,1408.0
1259,784,26.133,cup,41,252,0.4274,501.09,1043.84,651.87,1199.9
1260,784,26.133,person,0,250,0.4354,208.42,1131.62,989.2,1408.0
1261,785,26.167,cup,41,252,0.3994,499.95,1044.34,650.89,1199.45
1262,785,26.167,person,0,250,0.3866,144.04,1113.35,1001.11,1408.0
1263,786,26.2,cup,41,252,0.4133,497.41,1044.03,648.71,1198.32
1264,786,26.2,tv,62,253,0.4259,91.15,3.0,1126.71,653.53
1265,787,26.233,cup,41,252,0.4472,494.24,1042.92,647.43,1198.14
1266,788,26.267,cup,41,252,0.3719,490.67,1043.17,644.44,1198.03
1267,789,26.3,cup,41,252,0.416,484.77,1042.4,640.0,1198.45
1268,789,26.3,cup,41,257,0.3808,749.84,949.58,895.12,1124.68
1269,790,26.333,cup,41,252,0.3626,480.72,1042.86,635.41,1197.85
1270,790,26.333,cup,41,257,0.4167,744.66,948.34,891.37,1122.16
1271,790,26.333,person,0,250,0.5125,0.0,1052.68,1012.86,1407.9
1272,791,26.367,cup,41,257,0.488,737.5,946.04,895.54,1132.22
1273,791,26.367,person,0,250,0.3764,149.66,1059.04,1116.27,1407.77
1274,792,26.4,cup,41,257,0.3594,728.32,942.76,899.82,1145.04
1275,792,26.4,tv,62,253,0.3684,79.57,0.65,1115.62,638.19
1276,793,26.433,cup,41,257,0.4426,719.61,941.37,903.27,1159.36
1277,793,26.433,person,0,250,0.3541,305.65,1096.95,1167.44,1407.24
1278,795,26.5,cup,41,252,0.3713,467.6,1034.9,623.43,1189.9
1279,795,26.5,cup,41,257,0.5412,713.41,938.95,902.28,1164.78
1280,795,26.5,person,0,250,0.5508,377.86,1123.09,1172.72,1407.29
1281,796,26.533,cup,41,257,0.3976,713.61,937.89,898.09,1158.93
1282,796,26.533,person,0,250,0.3563,385.51,1124.76,1179.41,1407.73
1283,797,26.567,person,0,250,0.403,358.22,1114.65,1169.51,1407.82
1284,798,26.6,cup,41,252,0.3639,462.02,1033.04,618.01,1187.13
1285,799,26.633,cup,41,252,0.3845,457.94,1032.54,614.64,1186.3
1286,800,26.667,cup,41,257,0.4757,712.16,936.31,880.87,1136.07
1287,801,26.7,person,0,250,0.4686,344.29,1076.21,1244.67,1408.0
1288,801,26.7,cup,41,252,0.4577,451.05,1030.97,610.0,1186.09
1289,804,26.8,cup,41,252,0.4514,441.31,1027.96,602.39,1184.44
1290,805,26.833,cup,41,252,0.6033,438.4,1027.67,599.61,1183.26
1291,805,26.833,tv,62,253,0.418,65.61,0.53,1118.57,626.32
1292,805,26.833,cup,41,257,0.42,725.4,929.46,869.14,1097.14
1293,806,26.867,cup,41,252,0.5782,435.18,1025.82,597.61,1181.94
1294,806,26.867,tv,62,253,0.4546,54.5,0.18,1129.08,624.5
1295,806,26.867,cup,41,257,0.406,706.15,927.34,863.91,1107.83
1296,806,26.867,person,0,250,0.4517,189.25,816.94,1408.0,1406.64
1297,807,26.9,cup,41,252,0.6372,432.1,1022.62,596.96,1180.69
1298,807,26.9,tv,62,253,0.5815,47.11,0.17,1134.2,621.25
1299,807,26.9,cup,41,257,0.5597,693.95,924.59,867.94,1124.04
1300,808,26.933,cup,41,252,0.4928,432.17,1024.3,595.61,1180.14
1301,808,26.933,cup,41,257,0.5523,682.64,922.72,874.85,1146.26
1302,809,26.967,cup,41,252,0.54,432.9,1025.44,595.99,1179.98
1303,809,26.967,cup,41,257,0.6796,679.3,919.9,877.35,1153.4
1304,810,27.0,cup,41,252,0.5515,432.74,1023.47,598.52,1180.05
1305,810,27.0,cup,41,257,0.5737,678.36,916.29,878.39,1155.31
1306,811,27.033,cup,41,252,0.5619,432.71,1021.88,599.14,1178.6
1307,811,27.033,cup,41,257,0.6858,679.05,914.05,878.21,1154.74
1308,812,27.067,cup,41,252,0.4908,433.19,1021.74,600.01,1178.52
1309,812,27.067,cup,41,257,0.6634,680.73,912.85,878.63,1154.45
1310,812,27.067,tv,62,253,0.3703,45.1,0.0,1124.49,606.2
1311,813,27.1,cup,41,252,0.4515,434.11,1021.2,601.69,1178.22
1312,813,27.1,cup,41,257,0.6741,683.35,912.46,879.22,1153.55
1313,814,27.133,cup,41,252,0.5377,433.44,1017.18,604.35,1177.58
1314,814,27.133,cup,41,257,0.7395,686.0,912.47,880.69,1153.72
1315,815,27.167,cup,41,252,0.5271,435.92,1017.18,606.19,1176.87
1316,815,27.167,cup,41,257,0.7632,688.71,912.52,881.19,1152.36
1317,816,27.2,cup,41,252,0.4512,438.74,1015.21,609.86,1175.65
1318,816,27.2,cup,41,257,0.7646,691.49,912.21,883.75,1152.94
1319,816,27.2,tv,62,253,0.405,47.38,0.0,1144.83,605.94
1320,817,27.233,cup,41,252,0.4951,440.85,1012.16,612.62,1173.6
1321,817,27.233,cup,41,257,0.7373,695.84,912.22,886.26,1151.29
1322,817,27.233,tv,62,253,0.3542,43.42,0.27,1156.74,607.86
1323,818,27.267,cup,41,252,0.4016,446.27,1014.58,614.54,1172.4
1324,818,27.267,cup,41,257,0.6478,699.91,912.13,890.41,1151.31
1325,818,27.267,tv,62,253,0.3879,44.09,0.29,1168.46,607.48
1326,819,27.3,cup,41,252,0.4309,450.17,1013.53,618.09,1170.8
1327,819,27.3,cup,41,257,0.7066,703.96,912.19,894.27,1151.44
1328,820,27.333,cup,41,252,0.4111,454.69,1015.19,620.29,1169.58
1329,820,27.333,cup,41,257,0.6959,708.0,912.16,898.16,1151.26
1330,821,27.367,cup,41,252,0.3619,458.41,1014.51,622.7,1167.26
1331,821,27.367,cup,41,257,0.6954,710.16,912.3,900.17,1151.02
1332,822,27.4,cup,41,257,0.7583,712.07,912.4,901.96,1150.77
1333,823,27.433,cup,41,257,0.6821,713.3,912.58,903.53,1151.17
1334,824,27.467,cup,41,257,0.5451,714.55,913.02,904.99,1151.65
1335,825,27.5,cup,41,257,0.4939,714.59,913.5,905.85,1153.21
1336,826,27.533,cup,41,257,0.5258,714.71,914.29,905.96,1153.71
1337,827,27.567,cup,41,257,0.4468,714.91,915.38,906.77,1155.27
1338,827,27.567,tv,62,253,0.4367,57.31,0.76,1223.65,622.46
1339,828,27.6,cup,41,257,0.4985,715.16,917.23,906.96,1156.5
1340,829,27.633,cup,41,257,0.4683,714.46,918.57,906.14,1157.25
1341,829,27.633,tv,62,253,0.4057,56.29,0.89,1236.25,624.09
1342,830,27.667,cup,41,257,0.4003,714.8,919.1,906.39,1157.26
1343,831,27.7,cup,41,257,0.4844,714.47,919.6,906.26,1157.48
1344,832,27.733,cup,41,257,0.5385,714.02,920.25,905.58,1157.34
1345,832,27.733,tv,62,253,0.4537,52.6,0.82,1239.96,622.8
1346,833,27.767,cup,41,257,0.5412,714.54,920.66,906.28,1157.3
1347,833,27.767,tv,62,253,0.4322,43.38,1.72,1241.68,624.56
1348,834,27.8,cup,41,257,0.5295,713.93,921.07,905.76,1157.11
1349,834,27.8,tv,62,253,0.4346,43.94,1.24,1247.31,623.89
1350,835,27.833,cup,41,257,0.4554,712.79,921.26,905.29,1157.62
1351,835,27.833,tv,62,253,0.4074,37.79,0.96,1250.55,626.11
1352,836,27.867,cup,41,257,0.3941,711.6,921.42,904.62,1158.11
1353,836,27.867,tv,62,253,0.3581,32.88,0.85,1255.77,629.3
1354,837,27.9,tv,62,253,0.4337,36.57,0.35,1257.27,626.76
1355,838,27.933,tv,62,253,0.4177,31.74,0.66,1256.24,627.44
1356,838,27.933,cup,41,257,0.4919,709.95,921.66,903.47,1158.03
1357,839,27.967,cup,41,257,0.3813,709.11,922.43,902.57,1157.87
1358,840,28.0,cup,41,257,0.5589,708.69,922.55,903.26,1158.81
1359,840,28.0,tv,62,253,0.43,34.44,0.38,1257.82,625.61
1360,841,28.033,cup,41,257,0.5775,707.86,923.57,902.46,1158.77
1361,842,28.067,cup,41,257,0.5688,705.57,923.7,900.45,1158.93
1362,843,28.1,cup,41,257,0.6404,704.98,923.28,900.57,1158.75
1363,844,28.133,cup,41,257,0.672,703.6,923.5,899.76,1158.82
1364,844,28.133,tv,62,253,0.4018,22.97,1.24,1254.02,628.75
1365,845,28.167,cup,41,257,0.4772,703.3,923.48,900.47,1159.39
1366,846,28.2,cup,41,257,0.5911,702.59,923.49,900.06,1159.45
1367,847,28.233,cup,41,257,0.4316,701.84,923.62,898.63,1158.75
1368,848,28.267,cup,41,257,0.4896,701.64,923.65,898.62,1158.71
1369,850,28.333,cup,41,257,0.4754,700.55,923.49,897.59,1158.62
1370,851,28.367,tv,62,253,0.3834,14.7,1.25,1249.08,628.97
1371,852,28.4,tv,62,253,0.3598,12.77,1.36,1245.97,627.22
1372,852,28.4,cup,41,257,0.4323,699.35,923.66,895.81,1158.32
1373,853,28.433,tv,62,253,0.3623,8.98,1.09,1247.19,629.51
1374,853,28.433,cup,41,257,0.6049,697.59,923.72,893.83,1158.53
1375,854,28.467,tv,62,253,0.5425,9.73,0.49,1246.92,627.74
1376,854,28.467,cup,41,257,0.3533,696.02,924.35,891.9,1158.76
1377,855,28.5,cup,41,257,0.3684,693.86,924.48,890.53,1160.3
1378,856,28.533,cup,41,257,0.5568,694.25,924.11,890.6,1159.78
1379,857,28.567,cup,41,257,0.3896,693.95,923.96,890.23,1159.69
1380,858,28.6,cup,41,257,0.5152,693.12,923.78,890.36,1160.94
1381,858,28.6,tv,62,253,0.3832,11.43,0.98,1241.49,623.96
1382,859,28.633,cup,41,257,0.5901,692.4,923.67,889.42,1161.1
1383,859,28.633,tv,62,253,0.431,11.58,0.82,1240.61,622.68
1384,860,28.667,cup,41,257,0.4181,692.81,923.46,888.94,1159.82
1385,860,28.667,tv,62,253,0.4908,10.86,0.95,1240.17,622.57
1386,861,28.7,cup,41,257,0.5093,691.6,923.65,888.32,1161.03
1387,861,28.7,tv,62,253,0.551,10.0,1.13,1240.06,622.69
1388,862,28.733,cup,41,257,0.5732,691.07,923.63,887.95,1161.43
1389,862,28.733,tv,62,253,0.4731,8.69,1.11,1241.5,623.83
1390,863,28.767,cup,41,257,0.5353,690.36,924.13,886.51,1161.42
1391,863,28.767,tv,62,253,0.369,8.99,0.7,1242.46,623.74
1392,864,28.8,cup,41,257,0.6,689.59,923.81,885.59,1161.12
1393,864,28.8,tv,62,253,0.3819,8.0,0.74,1242.56,624.38
1394,865,28.833,cup,41,257,0.5671,688.41,923.74,884.61,1161.65
1395,865,28.833,tv,62,253,0.5026,5.74,1.12,1238.24,623.47
1396,866,28.867,cup,41,257,0.7011,686.39,923.66,883.13,1162.57
1397,866,28.867,tv,62,253,0.4147,7.04,1.21,1238.22,622.59
1398,866,28.867,cup,41,265,0.48,428.68,1026.72,602.67,1185.6
1399,867,28.9,cup,41,257,0.6464,687.19,923.64,883.52,1162.52
1400,868,28.933,cup,41,257,0.5744,686.84,923.5,882.79,1162.05
1401,868,28.933,tv,62,253,0.4274,7.48,0.97,1238.36,622.05
1402,869,28.967,cup,41,257,0.5222,686.64,924.13,882.61,1162.61
1403,869,28.967,tv,62,253,0.4138,8.71,1.35,1241.75,623.59
1404,869,28.967,cup,41,265,0.4146,428.08,1028.69,601.33,1186.77
1405,870,29.0,cup,41,257,0.5662,687.07,924.1,882.33,1161.48
1406,870,29.0,tv,62,253,0.4067,8.88,1.24,1242.28,623.61
1407,871,29.033,cup,41,257,0.5043,686.98,924.36,882.06,1161.07
1408,871,29.033,tv,62,253,0.5495,8.5,0.73,1244.9,624.83
1409,872,29.067,cup,41,257,0.6229,686.95,924.64,883.02,1162.35
1410,872,29.067,tv,62,253,0.5538,7.34,1.25,1242.98,624.59
1411,872,29.067,cup,41,265,0.4617,426.78,1027.48,601.39,1186.81
1412,873,29.1,cup,41,257,0.5515,687.59,924.32,883.72,1162.06
1413,873,29.1,tv,62,253,0.4848,5.21,0.75,1243.72,625.66
1414,873,29.1,cup,41,265,0.4074,427.01,1026.8,601.85,1186.31
1415,874,29.133,cup,41,257,0.3783,687.38,924.38,883.6,1162.11
1416,874,29.133,tv,62,253,0.3798,5.91,0.51,1244.67,625.71
1417,875,29.167,cup,41,257,0.3722,687.89,924.79,883.67,1161.97
1418,875,29.167,tv,62,253,0.4355,6.22,0.63,1245.14,626.12
1419,876,29.2,cup,41,257,0.5737,687.23,924.9,883.02,1162.07
1420,876,29.2,tv,62,253,0.4007,5.52,0.41,1244.73,625.96
1421,876,29.2,cup,41,265,0.4617,427.54,1026.95,601.53,1185.68
1422,877,29.233,cup,41,257,0.4918,687.42,925.08,882.87,1162.01
1423,877,29.233,tv,62,253,0.4681,6.38,0.6,1246.88,627.05
1424,877,29.233,cup,41,265,0.4067,428.36,1027.44,601.78,1185.46
1425,878,29.267,cup,41,257,0.4527,687.09,925.02,882.86,1162.36
1426,878,29.267,cup,41,265,0.3951,428.14,1026.83,603.03,1186.18
1427,879,29.3,tv,62,253,0.4362,7.48,0.66,1246.32,626.41
1428,880,29.333,tv,62,253,0.43,3.27,1.18,1246.49,629.35
1429,880,29.333,cup,41,257,0.5777,686.92,925.1,883.61,1163.81
1430,881,29.367,tv,62,253,0.4469,3.47,1.27,1245.46,628.79
1431,881,29.367,cup,41,257,0.5997,686.28,925.17,882.77,1163.71
1432,881,29.367,cup,41,265,0.3742,428.01,1025.99,603.86,1186.32
1433,882,29.4,tv,62,253,0.4633,5.31,0.93,1244.77,627.34
1434,882,29.4,cup,41,257,0.4488,685.78,925.16,882.34,1163.95
1435,882,29.4,cup,41,265,0.3682,428.82,1028.42,602.41,1186.47
1436,883,29.433,cup,41,257,0.4644,686.5,925.38,882.59,1163.47
1437,884,29.467,tv,62,253,0.4588,8.59,1.5,1245.11,626.72
1438,885,29.5,tv,62,253,0.3841,10.45,1.39,1248.29,627.83
1439,885,29.5,cup,41,265,0.4787,426.64,1025.76,603.71,1187.47
1440,885,29.5,cup,41,257,0.3794,685.82,926.3,882.1,1164.64
1441,886,29.533,tv,62,253,0.4602,7.66,1.6,1247.82,629.44
1442,886,29.533,cup,41,265,0.3971,426.31,1025.96,603.72,1188.19
1443,887,29.567,cup,41,265,0.4792,427.77,1029.12,601.75,1187.97
1444,887,29.567,cup,41,257,0.3633,685.93,925.93,881.55,1163.23
1445,888,29.6,cup,41,257,0.4309,686.48,925.79,881.46,1161.71
1446,888,29.6,tv,62,253,0.3756,8.34,1.04,1246.74,628.12
1447,889,29.633,tv,62,253,0.4451,9.95,1.42,1246.98,628.39
1448,889,29.633,cup,41,265,0.4187,429.13,1029.74,600.58,1185.88
1449,890,29.667,tv,62,253,0.4088,9.58,1.44,1247.21,629.06
1450,891,29.7,tv,62,253,0.3811,8.35,1.76,1246.54,629.47
1451,891,29.7,cup,41,257,0.4381,685.59,925.54,881.28,1162.24
1452,892,29.733,tv,62,253,0.4708,3.03,1.09,1250.05,634.19
1453,893,29.767,tv,62,253,0.364,5.95,0.88,1248.58,631.93
1454,893,29.767,cup,41,265,0.3613,429.09,1027.22,604.31,1187.01
1455,896,29.867,tv,62,253,0.384,5.97,1.09,1249.63,633.27
1456,897,29.9,tv,62,253,0.4037,8.41,1.41,1250.24,633.59
1457,898,29.933,tv,62,253,0.4648,5.91,1.42,1246.64,633.55
