serial_no,frame_no,timestamp,object_class,class_id,track_id,confidence,x1,y1,x2,y2
373,322,10.733,bottle,39,89,0.3934,953.68,710.02,1027.75,838.63
374,322,10.733,cup,41,92,0.4069,784.3,827.89,904.72,996.96
375,323,10.767,cup,41,92,0.3748,784.11,824.03,903.55,992.12
376,323,10.767,cat,15,41,0.3807,0.0,692.04,769.79,1403.91
377,324,10.8,cup,41,92,0.4927,784.82,820.88,903.55,988.2
378,324,10.8,cat,15,41,0.4849,0.0,682.28,770.36,1403.87
379,324,10.8,person,0,77,0.3635,899.49,781.77,1408.0,1407.22
380,324,10.8,bottle,39,89,0.3786,951.72,702.93,1024.77,829.62
381,325,10.833,cup,41,92,0.4316,785.08,820.21,903.09,986.72
382,325,10.833,person,0,41,0.5361,0.0,677.34,768.83,1404.09
383,325,10.833,bottle,39,89,0.3575,951.7,702.08,1024.31,827.14
384,326,10.867,cup,41,92,0.399,786.98,821.11,903.76,985.98
385,326,10.867,person,0,41,0.5509,0.0,685.17,763.11,1402.54
386,326,10.867,bottle,39,89,0.3819,952.12,702.29,1024.73,826.81
387,327,10.9,cup,41,92,0.3728,790.63,821.86,907.76,987.45
388,327,10.9,person,0,41,0.4891,0.0,699.79,761.83,1403.58
389,327,10.9,bottle,39,89,0.4619,955.33,702.88,1029.26,829.89
390,327,10.9,person,0,77,0.3837,908.53,798.39,1406.36,1406.88
391,328,10.933,cup,41,92,0.3696,799.67,821.03,917.41,987.65
392,328,10.933,person,0,41,0.5944,1.44,722.46,753.46,1402.95
393,328,10.933,bottle,39,89,0.3667,963.54,704.32,1037.48,830.7
394,329,10.967,cup,41,92,0.3682,813.42,821.26,929.97,985.79
395,329,10.967,person,0,41,0.4345,12.56,757.43,730.15,1403.52
396,329,10.967,bottle,39,85,0.366,770.13,342.3,861.74,531.21
397,330,11.0,person,0,41,0.4232,14.16,795.27,694.51,1405.05
398,330,11.0,refrigerator,72,98,0.6223,0.0,19.16,1408.0,1390.56
399,331,11.033,person,0,41,0.6058,23.21,841.51,659.49,1406.24
400,331,11.033,refrigerator,72,98,0.6202,0.0,10.06,1408.0,1363.19
401,332,11.067,person,0,41,0.5938,47.74,900.53,628.67,1407.09
402,332,11.067,refrigerator,72,98,0.6822,0.0,6.47,1408.0,1384.4
403,333,11.1,person,0,41,0.3922,83.46,953.4,624.03,1407.38
404,333,11.1,refrigerator,72,98,0.4443,0.0,1.16,1408.0,1402.05
405,333,11.1,cup,41,104,0.4704,882.93,802.5,1001.97,962.05
406,334,11.133,refrigerator,72,98,0.4937,0.0,0.0,1408.0,1382.64
407,334,11.133,cup,41,104,0.6538,902.07,798.58,1020.09,955.72
408,335,11.167,cup,41,104,0.5484,926.75,791.53,1045.45,947.84
409,336,11.2,cup,41,104,0.4245,969.28,786.03,1087.69,942.05
410,345,11.5,oven,69,119,0.4203,16.45,894.5,492.67,1311.26
411,347,11.567,oven,69,119,0.3611,36.16,862.87,521.18,1285.41
412,349,11.633,cup,41,121,0.6322,720.35,1002.18,989.77,1291.0
413,349,11.633,person,0,77,0.3594,916.09,793.76,1408.0,1406.89
414,350,11.667,cup,41,121,0.79,721.01,1001.06,996.97,1297.45
415,350,11.667,person,0,77,0.367,960.05,784.5,1408.0,1406.48
416,351,11.7,cup,41,121,0.6773,727.97,1004.91,1008.86,1307.6
417,351,11.7,person,0,77,0.5199,931.42,776.19,1408.0,1406.66
418,352,11.733,cup,41,121,0.5712,744.87,1021.33,1026.24,1325.96
419,353,11.767,cup,41,121,0.4947,764.65,1047.19,1044.26,1351.62
420,353,11.767,person,0,77,0.401,915.31,775.63,1404.64,1406.03
421,358,11.933,oven,69,129,0.4867,500.93,825.48,922.42,1154.34
422,358,11.933,refrigerator,72,130,0.6033,330.31,450.53,589.47,1101.69
423,359,11.967,oven,69,129,0.3955,522.88,822.44,946.11,1152.1
424,359,11.967,refrigerator,72,130,0.748,347.51,448.95,605.85,1098.25
425,360,12.0,oven,69,129,0.3634,543.51,820.06,966.81,1149.0
426,360,12.0,refrigerator,72,130,0.8341,366.97,446.41,622.2,1087.25
427,361,12.033,oven,69,129,0.51,562.71,817.53,989.08,1148.63
428,361,12.033,refrigerator,72,130,0.8713,383.81,441.06,638.39,1080.27
429,361,12.033,bottle,39,133,0.5944,419.69,303.54,466.67,445.19
430,362,12.067,refrigerator,72,130,0.8826,396.74,436.19,650.96,1074.52
431,362,12.067,bottle,39,133,0.5394,434.25,300.01,481.04,441.02
432,362,12.067,oven,69,134,0.363,533.53,801.81,1292.62,1406.07
433,363,12.1,refrigerator,72,130,0.7673,405.3,432.91,660.61,1074.55
434,363,12.1,bottle,39,133,0.5252,449.25,298.19,495.62,437.56
435,364,12.133,refrigerator,72,130,0.8617,416.5,432.48,673.15,1078.2
436,364,12.133,bottle,39,133,0.6134,462.76,295.37,509.82,436.61
437,365,12.167,refrigerator,72,130,0.8217,427.31,431.56,683.98,1076.87
438,365,12.167,bottle,39,133,0.5466,474.75,292.21,522.29,434.42
439,366,12.2,refrigerator,72,130,0.8945,438.16,431.17,695.72,1079.52
440,366,12.2,bottle,39,133,0.4608,487.07,291.55,534.94,434.04
441,366,12.2,chair,56,134,0.4076,598.16,785.79,1377.41,1405.18
442,367,12.233,refrigerator,72,130,0.843,449.13,429.49,708.16,1082.26
443,367,12.233,bottle,39,133,0.6119,499.15,289.46,547.99,434.93
444,367,12.233,oven,69,129,0.4452,628.04,815.78,1115.05,1192.56
445,368,12.267,refrigerator,72,130,0.8464,458.98,428.03,718.99,1086.09
446,368,12.267,bottle,39,133,0.5504,509.91,288.41,558.64,433.21
447,368,12.267,oven,69,129,0.4457,631.15,816.33,1129.34,1202.29
448,369,12.3,refrigerator,72,130,0.8739,467.54,429.15,727.82,1088.58
449,369,12.3,bottle,39,133,0.5295,518.23,287.17,567.07,432.08
450,369,12.3,oven,69,129,0.582,641.99,822.37,1142.56,1210.71
451,370,12.333,refrigerator,72,130,0.8746,470.33,429.81,733.63,1097.75
452,370,12.333,bottle,39,133,0.5808,522.73,284.49,572.62,432.46
453,370,12.333,oven,69,129,0.5647,645.52,825.3,1158.6,1224.09
454,371,12.367,refrigerator,72,130,0.8668,470.97,429.28,739.16,1109.7
455,371,12.367,bottle,39,133,0.5802,524.43,281.47,575.27,431.95
456,371,12.367,oven,69,129,0.4874,665.69,831.1,1190.06,1237.12
457,372,12.4,refrigerator,72,130,0.8825,471.38,425.63,744.15,1117.32
458,372,12.4,bottle,39,133,0.6042,525.82,275.6,577.94,429.34
459,372,12.4,oven,69,129,0.4834,689.85,827.0,1226.15,1246.35
460,373,12.433,refrigerator,72,130,0.8751,473.16,421.79,748.79,1118.69
461,373,12.433,bottle,39,133,0.656,526.99,269.35,579.55,423.47
462,373,12.433,oven,69,129,0.3998,691.73,823.95,1241.49,1254.85
463,374,12.467,refrigerator,72,130,0.874,472.17,414.95,751.91,1120.15
464,374,12.467,bottle,39,133,0.6926,526.59,259.81,579.96,415.89
465,374,12.467,oven,69,129,0.422,707.0,823.1,1262.56,1261.61
466,375,12.5,refrigerator,72,130,0.8744,468.45,407.08,751.89,1119.56
467,375,12.5,bottle,39,133,0.6448,524.44,250.04,578.6,407.82
468,375,12.5,oven,69,129,0.5133,698.73,808.61,1292.39,1279.09
469,376,12.533,refrigerator,72,130,0.895,466.13,400.35,753.34,1120.18
470,376,12.533,bottle,39,133,0.6184,522.12,240.3,577.6,401.52
471,376,12.533,oven,69,129,0.5097,699.74,805.98,1307.13,1289.33
472,377,12.567,refrigerator,72,130,0.9016,465.48,392.29,756.22,1118.34
473,377,12.567,bottle,39,133,0.6294,520.16,229.08,577.2,394.35
474,377,12.567,oven,69,129,0.6588,698.55,804.85,1329.25,1310.84
475,378,12.6,refrigerator,72,130,0.9012,463.76,383.34,759.46,1119.69
476,378,12.6,bottle,39,133,0.6829,519.19,218.33,577.4,385.99
477,378,12.6,oven,69,129,0.6532,710.87,803.27,1352.48,1320.26
478,379,12.633,refrigerator,72,130,0.8918,462.54,377.96,762.09,1122.06
479,379,12.633,bottle,39,133,0.7,518.08,207.15,578.19,379.93
480,379,12.633,oven,69,129,0.6973,694.26,804.58,1392.65,1375.17
481,380,12.667,refrigerator,72,130,0.9044,459.93,372.64,763.93,1125.21
482,380,12.667,bottle,39,133,0.6347,517.12,197.88,578.85,374.63
483,380,12.667,oven,69,129,0.6466,723.16,804.01,1389.35,1348.63
484,381,12.7,refrigerator,72,130,0.8915,459.11,366.86,767.87,1128.93
485,381,12.7,bottle,39,133,0.6552,517.05,192.3,578.92,368.29
486,381,12.7,oven,69,129,0.6723,728.24,803.47,1385.4,1343.55
487,382,12.733,refrigerator,72,130,0.9025,459.39,362.31,772.22,1131.37
488,382,12.733,bottle,39,133,0.6672,515.87,183.57,578.73,361.5
489,382,12.733,oven,69,129,0.7248,709.94,804.09,1407.98,1385.83
490,383,12.767,refrigerator,72,130,0.885,456.32,356.13,774.12,1134.04
491,383,12.767,bottle,39,133,0.7136,514.87,175.63,578.99,355.74
492,383,12.767,oven,69,129,0.6472,706.77,804.36,1408.0,1400.99
493,384,12.8,refrigerator,72,130,0.9065,454.42,348.36,777.76,1137.2
494,384,12.8,bottle,39,133,0.7009,513.8,162.59,580.05,347.89
495,384,12.8,oven,69,129,0.6027,707.25,800.16,1408.0,1407.04
496,385,12.833,refrigerator,72,130,0.8822,453.73,338.71,782.73,1139.68
497,385,12.833,bottle,39,133,0.6813,512.17,150.87,579.93,340.13
498,385,12.833,oven,69,129,0.6741,744.28,799.63,1397.05,1359.99
499,386,12.867,refrigerator,72,130,0.9007,451.01,326.63,788.4,1146.34
500,386,12.867,bottle,39,133,0.7353,510.6,139.85,579.05,330.49
501,386,12.867,oven,69,129,0.5719,767.02,788.67,1392.19,1327.51
502,387,12.9,refrigerator,72,130,0.9009,449.29,318.24,793.8,1154.36
503,387,12.9,bottle,39,133,0.5427,508.91,127.98,579.49,323.61
504,387,12.9,oven,69,129,0.5381,750.91,791.09,1408.0,1376.71
505,388,12.933,refrigerator,72,130,0.9108,444.1,312.3,796.34,1165.45
506,388,12.933,bottle,39,133,0.6451,505.76,120.01,577.86,319.3
507,388,12.933,oven,69,129,0.4975,781.91,781.31,1408.0,1333.92
508,389,12.967,refrigerator,72,130,0.8635,436.29,306.13,798.26,1179.0
509,389,12.967,bottle,39,133,0.6714,501.34,112.41,574.35,312.88
510,390,13.0,refrigerator,72,130,0.8755,427.55,296.78,801.51,1195.97
511,390,13.0,bottle,39,133,0.6811,495.14,100.84,569.67,305.28
512,391,13.033,refrigerator,72,130,0.9,419.11,289.46,803.67,1209.49
513,391,13.033,bottle,39,133,0.623,490.04,92.1,565.95,298.61
514,392,13.067,refrigerator,72,130,0.864,411.31,278.94,806.66,1222.32
515,392,13.067,bottle,39,133,0.4608,482.2,76.58,561.52,290.41
516,393,13.1,refrigerator,72,130,0.8767,399.32,260.34,806.81,1229.08
517,393,13.1,bottle,39,133,0.5618,474.5,61.33,555.12,276.11
518,393,13.1,cup,41,135,0.4141,771.04,1260.49,951.12,1407.8
519,394,13.133,refrigerator,72,130,0.8277,387.8,244.45,806.78,1236.4
520,394,13.133,bottle,39,133,0.4611,461.9,46.72,543.21,260.26
521,394,13.133,cup,41,135,0.6319,761.42,1243.78,960.73,1407.51
522,395,13.167,refrigerator,72,130,0.801,371.3,229.09,803.95,1245.5
523,395,13.167,cup,41,135,0.5416,752.33,1224.16,969.92,1404.51
524,396,13.2,refrigerator,72,130,0.8801,361.9,213.06,806.36,1250.2
525,396,13.2,cup,41,135,0.772,747.24,1204.1,973.99,1394.49
526,397,13.233,refrigerator,72,130,0.8529,352.41,195.46,808.3,1252.64
527,397,13.233,cup,41,135,0.6712,744.24,1183.43,973.42,1379.0
528,398,13.267,refrigerator,72,130,0.8711,340.69,176.02,807.61,1250.43
529,398,13.267,cup,41,135,0.6805,742.7,1164.95,970.87,1363.28
530,399,13.3,refrigerator,72,130,0.8553,329.44,152.93,809.35,1249.39
531,399,13.3,cup,41,135,0.7063,742.25,1148.06,967.12,1347.67
532,400,13.333,refrigerator,72,130,0.8203,322.25,134.24,811.99,1247.79
533,400,13.333,cup,41,135,0.7815,745.39,1133.3,963.96,1331.57
534,401,13.367,refrigerator,72,130,0.7786,311.74,116.65,812.12,1249.46
535,401,13.367,cup,41,135,0.7724,747.88,1124.36,962.76,1323.78
536,402,13.4,refrigerator,72,130,0.7868,300.84,102.46,811.22,1254.01
537,402,13.4,cup,41,135,0.8161,750.39,1121.13,958.47,1318.71
538,403,13.433,refrigerator,72,130,0.5755,272.99,83.43,799.17,1261.3
539,403,13.433,cup,41,135,0.8289,751.08,1119.31,954.28,1316.77
540,404,13.467,refrigerator,72,130,0.4461,162.72,56.37,734.91,1284.68
541,404,13.467,cup,41,135,0.8334,751.89,1118.72,949.57,1315.29
542,405,13.5,refrigerator,72,130,0.6481,112.99,44.28,718.58,1298.85
543,405,13.5,cup,41,135,0.8099,752.27,1118.33,945.26,1314.62
544,406,13.533,refrigerator,72,130,0.7443,81.38,27.61,715.15,1305.97
545,406,13.533,cup,41,135,0.8412,751.6,1118.67,940.59,1315.14
546,407,13.567,refrigerator,72,130,0.7014,58.57,16.65,717.75,1320.57
547,407,13.567,cup,41,135,0.8139,753.41,1121.99,937.38,1317.17
548,408,13.6,refrigerator,72,130,0.7158,39.49,3.03,728.44,1348.31
549,408,13.6,cup,41,135,0.8658,756.64,1125.47,936.66,1319.92
550,409,13.633,refrigerator,72,130,0.6124,26.72,2.47,731.11,1365.06
551,409,13.633,cup,41,135,0.8311,759.89,1132.13,933.46,1322.69
552,410,13.667,cup,41,135,0.8209,763.63,1141.72,935.24,1332.93
553,411,13.7,cup,41,135,0.8157,769.34,1150.34,939.91,1342.9
554,411,13.7,refrigerator,72,130,0.4741,10.02,9.08,722.94,1381.92
555,412,13.733,cup,41,135,0.7943,776.47,1159.92,943.18,1350.27
556,413,13.767,cup,41,135,0.7486,781.24,1168.53,943.94,1355.91
557,413,13.767,refrigerator,72,130,0.3633,1.14,11.09,706.82,1367.52
558,414,13.8,cup,41,135,0.7142,783.93,1172.7,943.25,1357.65
559,415,13.833,cup,41,135,0.7391,786.19,1175.35,942.23,1357.59
560,416,13.867,cup,41,135,0.6667,788.64,1179.36,940.26,1356.98
561,417,13.9,cup,41,135,0.7718,789.9,1183.09,938.89,1357.91
562,418,13.933,cup,41,135,0.7287,790.08,1185.25,938.6,1359.97
563,419,13.967,cup,41,135,0.7045,790.8,1185.97,939.07,1360.77
564,419,13.967,bottle,39,140,0.4351,752.3,768.75,930.41,1175.96
565,420,14.0,cup,41,135,0.6322,791.94,1184.27,938.47,1357.01
566,420,14.0,bottle,39,140,0.3917,752.98,769.08,926.36,1165.42
567,420,14.0,refrigerator,72,130,0.359,0.0,8.95,672.86,1399.94
568,421,14.033,cup,41,135,0.6112,791.61,1178.09,939.89,1353.34
569,422,14.067,cup,41,135,0.7275,791.05,1168.83,939.18,1344.38
570,422,14.067,cup,41,142,0.4554,960.42,859.34,1139.54,1075.94
571,422,14.067,bottle,39,140,0.4644,751.86,763.25,920.86,1149.1
572,423,14.1,cup,41,135,0.4489,787.08,1157.05,933.1,1329.8
573,423,14.1,bottle,39,140,0.3943,749.65,758.9,913.96,1132.85
574,423,14.1,refrigerator,72,130,0.3691,0.0,5.97,654.35,1402.46
575,424,14.133,cup,41,135,0.6317,778.64,1143.88,925.71,1318.22
576,424,14.133,bottle,39,140,0.4035,745.19,756.41,913.48,1138.51
577,425,14.167,cup,41,135,0.6392,771.3,1132.68,917.21,1306.02
578,425,14.167,cup,41,142,0.3619,945.78,847.88,1125.33,1064.94
579,426,14.2,cup,41,135,0.7053,761.84,1119.95,907.4,1293.07
580,426,14.2,cup,41,142,0.4368,941.49,844.09,1121.57,1061.81
581,427,14.233,cup,41,135,0.7048,753.83,1106.83,898.09,1279.52
582,427,14.233,cup,41,142,0.6152,938.07,840.7,1118.46,1058.65
583,428,14.267,cup,41,135,0.6697,745.26,1091.0,889.82,1265.1
584,428,14.267,cup,41,142,0.3847,936.41,837.33,1116.07,1054.19
585,429,14.3,cup,41,135,0.7985,739.39,1077.28,881.47,1249.27
586,429,14.3,cup,41,142,0.5735,935.35,833.26,1115.93,1051.02
587,430,14.333,cup,41,135,0.7216,737.3,1068.13,874.67,1234.84
588,430,14.333,cup,41,142,0.4141,934.76,830.78,1116.42,1049.68
589,431,14.367,cup,41,135,0.7302,737.31,1058.29,870.93,1220.86
590,431,14.367,cup,41,142,0.4456,937.16,829.58,1119.62,1049.49
591,431,14.367,person,0,146,0.4288,437.9,1021.55,1100.74,1407.88
592,432,14.4,cup,41,135,0.7535,736.53,1059.45,867.89,1219.61
593,432,14.4,cup,41,142,0.4133,941.46,830.55,1124.35,1050.81
594,432,14.4,person,0,146,0.3716,443.82,1032.73,1088.37,1407.86
595,433,14.433,cup,41,135,0.5914,740.58,1064.93,870.41,1222.99
596,433,14.433,cup,41,142,0.3521,948.41,835.62,1131.19,1055.53
597,434,14.467,cup,41,135,0.5262,749.22,1071.39,878.28,1227.58
598,435,14.5,cup,41,135,0.5852,756.15,1079.33,883.57,1232.87
599,435,14.5,person,0,146,0.4588,450.63,1023.36,1115.03,1407.86
600,436,14.533,cup,41,135,0.4819,759.65,1082.13,888.47,1236.44
601,437,14.567,cup,41,135,0.5171,759.48,1086.07,887.44,1238.58
602,437,14.567,cup,41,142,0.5416,967.52,852.13,1153.57,1075.68
603,439,14.633,cup,41,142,0.4388,964.87,868.65,1149.16,1089.72
604,442,14.733,cup,41,147,0.4557,725.61,1128.15,890.22,1286.68
605,443,14.767,cup,41,147,0.4975,721.87,1134.17,884.95,1291.2
606,444,14.8,cup,41,147,0.4677,714.19,1136.07,880.2,1295.96
607,445,14.833,cup,41,147,0.4679,711.65,1142.89,874.39,1299.43
608,448,14.933,person,0,148,0.4458,859.61,933.96,1399.93,1406.68
609,450,15.0,person,0,148,0.4461,821.29,893.38,1407.87,1406.74
610,451,15.033,person,0,148,0.5014,787.03,841.03,1408.0,1405.76
611,452,15.067,person,0,148,0.3771,781.25,823.73,1408.0,1405.53
612,453,15.1,person,0,148,0.5995,777.46,819.89,1408.0,1405.7
613,454,15.133,person,0,148,0.413,772.46,812.61,1408.0,1406.52
614,455,15.167,person,0,148,0.5487,768.73,811.32,1408.0,1406.02
615,456,15.2,person,0,148,0.5566,761.85,809.94,1408.0,1405.84
616,457,15.233,person,0,148,0.7295,758.14,812.12,1408.0,1405.27
617,458,15.267,person,0,148,0.6848,756.75,813.43,1408.0,1405.37
618,459,15.3,person,0,148,0.4747,754.1,814.73,1408.0,1405.11
619,460,15.333,person,0,148,0.7079,756.65,816.97,1408.0,1404.99
620,461,15.367,person,0,148,0.4633,756.21,814.61,1408.0,1405.56
621,462,15.4,person,0,148,0.6236,757.76,815.04,1408.0,1406.84
622,463,15.433,person,0,148,0.4205,758.1,808.72,1408.0,1405.1
623,464,15.467,person,0,148,0.5329,751.33,800.15,1408.0,1404.51
624,465,15.5,person,0,148,0.7328,753.76,798.66,1408.0,1404.32
625,466,15.533,person,0,148,0.6074,759.44,801.76,1408.0,1405.08
626,467,15.567,person,0,148,0.6731,756.49,800.95,1408.0,1406.15
627,469,15.633,person,0,148,0.3574,765.45,860.1,1370.79,1405.49
628,471,15.7,cup,41,147,0.5837,653.2,1205.55,808.74,1346.56
629,473,15.767,tv,62,150,0.3529,0.0,6.09,1175.72,846.48
630,473,15.767,microwave,68,151,0.4656,0.0,3.6,1165.2,827.28
631,476,15.867,person,0,152,0.3886,574.08,1033.15,1089.58,1403.85
632,477,15.9,person,0,152,0.4534,551.58,1034.12,1070.08,1405.83
633,478,15.933,person,0,152,0.3896,549.63,1042.49,1061.44,1406.9
634,479,15.967,person,0,152,0.5693,539.61,1049.3,1048.78,1407.67
635,480,16.0,person,0,152,0.4734,543.68,1057.13,1051.89,1407.48
636,481,16.033,person,0,152,0.647,535.05,1062.78,1045.6,1407.23
637,481,16.033,cup,41,154,0.4383,711.55,847.19,887.14,1076.16
638,482,16.067,person,0,152,0.5914,516.41,1068.18,1029.29,1407.45
639,483,16.1,person,0,152,0.7584,496.12,1072.71,1011.87,1407.81
640,483,16.1,cup,41,154,0.5217,696.07,846.5,872.11,1075.61
641,484,16.133,person,0,152,0.6858,488.43,1073.73,1012.5,1407.75
642,485,16.167,person,0,152,0.5971,495.05,1074.29,1030.86,1407.56
643,485,16.167,cup,41,154,0.3979,691.27,849.43,867.16,1077.49
644,486,16.2,person,0,152,0.7433,477.84,1074.96,1022.8,1407.94
645,486,16.2,cup,41,154,0.3874,693.68,851.41,870.37,1079.72
646,487,16.233,person,0,152,0.7039,470.0,1072.67,1033.97,1408.0
647,488,16.267,person,0,152,0.7187,493.23,1070.8,1066.11,1407.1
648,488,16.267,cup,41,154,0.3913,710.67,854.68,888.07,1083.82
649,489,16.3,person,0,152,0.7402,498.36,1063.71,1082.31,1403.75
650,489,16.3,cup,41,154,0.4867,724.22,857.01,901.61,1086.43
651,490,16.333,person,0,152,0.7219,492.19,1033.44,1124.98,1402.03
652,491,16.367,person,0,152,0.5445,483.18,998.7,1168.21,1400.23
653,491,16.367,cup,41,147,0.6361,576.84,1201.88,748.0,1347.38
654,491,16.367,cup,41,154,0.4301,754.35,862.36,931.94,1093.86
655,492,16.4,person,0,152,0.6498,469.16,965.75,1202.37,1401.29
656,492,16.4,cup,41,147,0.4409,577.27,1195.8,755.34,1343.3
657,492,16.4,cup,41,154,0.3988,773.47,865.3,949.26,1096.88
658,493,16.433,person,0,152,0.3868,470.47,932.9,1254.06,1403.74
659,493,16.433,bottle,39,154,0.3536,797.15,871.01,962.67,1090.65
660,494,16.467,person,0,152,0.6773,484.31,896.23,1319.11,1404.12
661,495,16.5,person,0,152,0.7383,400.71,849.19,1304.76,1404.82
662,496,16.533,person,0,152,0.4706,370.69,826.48,1306.37,1406.27
663,496,16.533,person,0,148,0.4869,653.65,810.08,1351.73,1401.54
664,497,16.567,person,0,152,0.6614,356.11,807.22,1311.87,1406.77
665,498,16.6,person,0,152,0.7871,347.02,795.92,1309.46,1407.33
666,499,16.633,person,0,152,0.8008,358.0,792.49,1317.99,1407.68
667,500,16.667,person,0,152,0.8076,387.25,790.42,1356.01,1407.62
668,501,16.7,person,0,152,0.8318,406.24,788.99,1379.7,1406.77
669,502,16.733,person,0,152,0.7713,439.96,784.66,1408.0,1407.52
670,503,16.767,person,0,152,0.7413,382.31,778.75,1350.95,1407.35
671,504,16.8,person,0,152,0.752,356.26,781.61,1306.46,1406.97
672,505,16.833,person,0,152,0.7242,364.06,789.39,1289.3,1406.97
673,506,16.867,person,0,152,0.7003,384.64,795.85,1286.0,1406.64
674,507,16.9,person,0,152,0.5727,378.53,801.42,1264.75,1406.82
675,508,16.933,person,0,152,0.3782,398.69,804.76,1267.67,1405.88
676,509,16.967,person,0,152,0.4799,401.51,808.75,1258.12,1406.77
677,510,17.0,person,0,152,0.4394,463.8,811.59,1323.77,1407.58
678,511,17.033,person,0,152,0.5982,410.14,807.44,1274.05,1407.89
679,512,17.067,person,0,152,0.6194,435.11,807.47,1308.81,1408.0
680,513,17.1,person,0,152,0.5678,431.47,807.91,1312.75,1408.0
681,514,17.133,person,0,152,0.7264,445.94,807.96,1338.9,1408.0
682,515,17.167,person,0,152,0.7253,432.43,805.31,1337.74,1408.0
683,516,17.2,person,0,152,0.6219,389.88,805.95,1289.49,1408.0
684,517,17.233,person,0,152,0.7019,420.33,807.36,1325.01,1408.0
685,518,17.267,person,0,152,0.6656,428.51,806.65,1343.33,1408.0
686,519,17.3,person,0,152,0.7606,430.95,805.53,1354.53,1408.0
687,520,17.333,person,0,152,0.6258,386.82,803.12,1303.78,1408.0
688,521,17.367,person,0,152,0.7862,415.01,808.84,1334.28,1408.0
689,522,17.4,person,0,152,0.8121,421.55,811.97,1346.58,1408.0
690,523,17.433,person,0,152,0.7736,428.12,818.05,1353.92,1408.0
691,524,17.467,person,0,152,0.7157,388.03,816.12,1312.51,1408.0
692,525,17.5,person,0,152,0.6309,413.35,819.32,1341.93,1407.68
693,526,17.533,person,0,152,0.7505,429.38,823.84,1358.56,1407.89
694,526,17.533,cup,41,158,0.4052,678.19,1131.8,831.07,1300.46
695,527,17.567,person,0,152,0.4067,461.61,837.34,1375.17,1407.97
696,527,17.567,person,0,148,0.547,778.86,830.71,1408.0,1406.48
697,528,17.6,person,0,148,0.6203,787.13,847.24,1408.0,1405.99
698,528,17.6,cup,41,158,0.4774,686.12,1137.04,838.25,1304.68
699,529,17.633,person,0,148,0.408,790.71,860.11,1407.51,1405.81
700,529,17.633,cup,41,158,0.4718,688.79,1138.77,841.36,1306.68
701,529,17.633,person,0,152,0.3558,414.21,879.03,1255.96,1408.0
702,530,17.667,cup,41,158,0.4577,689.44,1140.55,842.62,1308.92
703,530,17.667,person,0,152,0.5033,477.88,902.95,1301.91,1408.0
704,531,17.7,cup,41,158,0.5062,690.9,1140.89,844.55,1309.52
705,532,17.733,cup,41,158,0.6304,692.95,1140.71,845.89,1308.23
706,532,17.733,person,0,148,0.3929,817.26,937.95,1370.85,1407.82
707,533,17.767,cup,41,158,0.7481,695.81,1138.59,849.08,1306.23
708,533,17.767,cup,41,160,0.4348,969.48,925.06,1113.59,1149.48
709,534,17.8,cup,41,158,0.6748,699.22,1137.73,852.36,1304.89
710,534,17.8,cup,41,160,0.4302,964.4,924.93,1109.99,1150.75
711,535,17.833,cup,41,158,0.6622,701.36,1137.76,854.67,1304.76
712,535,17.833,person,0,152,0.4708,484.12,1047.09,1088.37,1408.0
713,536,17.867,cup,41,158,0.7411,703.12,1137.53,855.9,1303.7
714,536,17.867,person,0,152,0.4545,486.15,1067.5,1069.48,1408.0
715,536,17.867,cup,41,160,0.5611,963.82,926.88,1111.11,1153.14
716,537,17.9,cup,41,158,0.7958,704.14,1136.61,857.19,1302.75
717,537,17.9,cup,41,160,0.6709,965.03,927.3,1113.59,1153.37
718,538,17.933,cup,41,158,0.7873,706.08,1136.98,858.55,1302.05
719,538,17.933,cup,41,160,0.5186,964.04,928.59,1114.27,1154.35
720,538,17.933,person,0,152,0.4533,500.98,1092.94,1058.73,1408.0
721,539,17.967,cup,41,158,0.6344,707.84,1140.62,859.23,1304.14
722,539,17.967,cup,41,160,0.6056,963.41,931.69,1115.05,1156.09
723,539,17.967,person,0,162,0.4002,464.94,1214.98,665.4,1407.99
724,539,17.967,person,0,152,0.3852,516.36,1102.84,1077.79,1408.0
725,540,18.0,cup,41,158,0.6825,708.99,1143.89,859.91,1306.74
726,540,18.0,cup,41,160,0.5188,963.22,934.75,1116.58,1158.28
727,540,18.0,person,0,162,0.3804,474.45,1221.74,668.29,1408.0
728,540,18.0,person,0,152,0.4307,493.37,1115.16,1038.16,1408.0
729,541,18.033,cup,41,158,0.6283,709.6,1147.3,860.2,1309.54
730,541,18.033,cup,41,160,0.6148,963.06,939.8,1117.98,1162.23
731,541,18.033,person,0,162,0.3828,485.08,1231.72,669.29,1407.74
732,541,18.033,person,0,152,0.4804,506.38,1118.39,1057.53,1408.0
733,542,18.067,cup,41,158,0.5853,710.19,1148.92,861.21,1311.19
734,542,18.067,cup,41,160,0.6583,962.96,943.96,1120.06,1166.58
735,543,18.1,cup,41,158,0.6399,711.02,1151.36,863.11,1314.72
736,543,18.1,cup,41,160,0.4233,963.83,946.76,1123.7,1170.35
737,543,18.1,person,0,152,0.6396,490.67,1122.16,1037.78,1408.0
738,544,18.133,cup,41,158,0.5207,711.76,1155.2,864.69,1319.51
739,544,18.133,person,0,152,0.3658,487.74,1124.03,1031.4,1408.0
740,545,18.167,cup,41,158,0.5822,713.3,1161.54,867.83,1327.47
